==PROF== Connected to process 29405 (/home/frank/ncu/reduce/build/reduce)
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
the result of cpu and gpu is equal
==PROF== Disconnected from process 29405
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","8741874416.74",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2307703139.58",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","2771136",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","60.77",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","42.95",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","1200160",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","60.85",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","11.61",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","2762299.44",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","67.36",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","Compute and Memory are well-balanced: To reduce runtime, both computation and memory traffic must be reduced. Check both the Compute Workload Analysis and Memory Workload Analysis sections.","",""
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Block Size","","256",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Grid Size","","131072",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","16",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","byte","32768",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","1024",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","# SMs","SM","34",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Threads","thread","33554432",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Uses Green Context","","0",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Waves Per SM","","642.51",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Block Limit SM","block","24",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Block Limit Registers","block","16",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Block Limit Shared Mem","block","16",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Block Limit Warps","block","6",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Theoretical Active Warps per SM","warp","48",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Theoretical Occupancy","%","100",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Achieved Occupancy","%","92.82",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Occupancy","Achieved Active Warps Per SM","warp","44.56",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","4506488",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","41966592",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","2762299.44",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","94042106",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","2078575.94",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","36279248",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","2762299.44",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","94042106",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","2761635.97",
"0","29405","reduce","127.0.0.1","reduce0(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","376168424",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","8741392933.74",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","2308635834.87",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","1964077",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","85.63",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","58.41",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","850464",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","85.93",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","16.37",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1956010.41",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","85.63",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing workloads in the Compute Workload Analysis section.","",""
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Block Size","","256",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Grid Size","","131072",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","16",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","byte","32768",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","byte/block","1024",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","1024",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","# SMs","SM","34",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Threads","thread","33554432",
"1","29405","reduce","127.0.0.1","reduce1(float *, float *)","1","7","(256, 1, 1)","(131072, 1, 1)","0","8.9","Launch Statistics","Uses Green Context","","0",
